id;cid;inchi_key;smiles;synonyms_ids;mixture
572;105513;JFTSYAALCNQOKO-UHFFFAOYSA-N;CCC1=CC=C(C=C1)CC(C)(C)C=O;"[1848, 2265, 576, 4548, 6662, 6604, 5320, 3919, 1729, 3510, 1848]";mono
573;7147;DYUQAZSOFZSPHD-UHFFFAOYSA-N;CCC(C1=CC=CC=C1)O;"[179, 3944, 3347, 3317, 5683, 4365, 2321, 3728, 3487, 803]";"sum of isomers"
574;61054;XPDORSROGAZEGY-UHFFFAOYSA-N;COC1=CC=C(C=C1)COC=O;"[4925, 6029, 3535, 6889, 5996, 3952, 6534, 2993, 3755, 6649, 6889]";mono
575;61031;NFAVNWJJYQAGNB-UHFFFAOYSA-N;CCCCCCCCCC(C)C=O;"[794, 4831, 2471, 3411, 2143, 2028, 5742, 5298, 1738, 2061]";"sum of isomers"
576;7557;VLUMOWNVWOXZAU-UHFFFAOYSA-N;CC(=CC1=CC=CC=C1)C=O;"[3545, 6499, 5939, 3305, 1245, 5136, 4947, 4748, 2264, 1114]";"sum of isomers"
577;222994;XHJJEWBMBSQVCJ-UHFFFAOYSA-N;CC1=CC(=O)CC(C1)C(C)C;"[4689, 2351, 4390, 3621, 6128, 1591, 3974, 1022, 4744, 15, 3974]";"sum of isomers"
578;108313;DFJMIMVMOIFPQG-UHFFFAOYSA-N;CC(CCC1=CC=CC=C1)CC=O;"[3544, 3309, 4148, 2060, 2562, 5299, 7104, 1315, 2922, 1416, 3544]";"sum of isomers"
579;95593;HEPHYCJJLAUKSB-UHFFFAOYSA-N;CC(CC1=CC=CC=C1)C=O;"[4338, 5457, 1964, 371, 4184, 1421, 3195, 921, 2218, 6987]";"sum of isomers"
580;95594;SGVBCLGVIOFAFT-UHFFFAOYSA-N;CC1=CC=C(C=C1)CC(C)C=O;"[6776, 7266, 4395, 2927, 1290, 6314, 3905, 157, 2036, 4874, 4395]";"sum of isomers"
581;3354132;VSBHYRPUJHEOBE-UHFFFAOYSA-N;CC1=C(C(=O)C=CO1)OC(=O)C(C)C;"[2042, 3118, 5564, 5844, 7274, 5291, 2688, 6425, 3998, 3467, 2688]";mono
582;80865;XWEOGMYZFCHQNT-UHFFFAOYSA-N;CCOC(=O)CC1(OCCO1)C;"[2613, 3216, 126, 5981, 2767, 2743, 5799, 1215, 7271, 4051, 2613]";mono
583;86799;VSRVCSJJKWDZSH-UHFFFAOYSA-N;CCCCCC1COCCC1OC(=O)C;"[2923, 950, 468, 2018, 1858, 1273, 2477, 510, 7162, 3536, 950]";"sum of isomers"
584;106729;XCWPXUNHSPOFGV-UHFFFAOYSA-N;CC(C)CCOCC(=O)OCC=C;"[5511, 6809, 6435, 739, 3566, 6141, 2694, 6693, 644, 5300, 739]";mono
585;8294;UWKAYLJWKGQEPM-UHFFFAOYSA-N;CC(=CCCC(C)(C=C)OC(=O)C)C;"[6572, 1719, 1756, 5495, 2911, 3289, 6763, 5061, 2073, 1905, 3289]";"sum of isomers"
586;163529;UOGMZEGKCNHMBF-UHFFFAOYSA-N;COC1CC2CC1C3C2CC(C3)C=O;"[6313, 5739, 1141, 4983, 6370, 1061, 6298, 6637, 2644, 1314, 6370]";"sum of isomers"
587;6652;NKZPGPZCKPODMT-UHFFFAOYSA-N;CC(CC=O)C1=CC=C(C=C1)C(C)(C)C;"[4427, 1277, 29, 7091, 4427]";"sum of isomers"
588;10364;RECUKUPTGUEGMW-UHFFFAOYSA-N;CC1=C(C=C(C=C1)C(C)C)O;"[5899, 3707, 352, 3851, 1889, 1070, 6067, 3594, 90, 3746]";mono
589;6441135;WSTQLNQRVZNEDV-CSKARUKUSA-N;CCCCCC(/C(=C/CC)/C)O;"[6413, 1925, 196, 3840, 1325, 820, 3573, 3699, 3263, 6700, 1325]";mono
590;53836233;GFVWSUIPAJYAEG-UHFFFAOYSA-N;CC(C)(C)C1CCCCC1OCCCCO;"[4318, 2005, 4387]";"sum of isomers"
591;83268;HGDVHRITTGWMJK-UHFFFAOYSA-N;CC(C)CCCC(C)(C)O;"[2380, 6935, 244, 3785, 5431, 5815, 3483, 4541, 7020, 3663]";mono
592;5371084;VPKMGDRERYMTJX-CMDGGOBGSA-N;CCC(=O)/C=C/C1C(=CCCC1(C)C)C;"[2246, 6505, 5450, 2898, 1276, 1392, 3137, 1049, 4659, 2374, 2374]";mono
593;5366077;CRIGTVCBMUKRSL-FNORWQNLSA-N;C/C=C/C(=O)C1C(=CCCC1(C)C)C;"[4974, 5185, 2378, 2170, 5192, 1067, 3664, 1335, 5881, 6381, 1067]";mono
594;162000;ZALVGSSYVAPZDA-UHFFFAOYSA-N;CCCCCCCCC(OC(=O)C)OC(=O)C;"[6522, 5746, 1503, 4340, 6116, 3937, 3322, 1846, 6626, 5370, 4340]";mono
595;113514;GPMLJOOQCIHFET-UHFFFAOYSA-N;CC1CC(CO1)(C)C2=CC=CC=C2;"[4665, 484, 6893, 4232, 4628, 588, 6423, 1107, 6399, 6204, 6893]";"sum of isomers"
596;7731;CHLICZRVGGXEOD-UHFFFAOYSA-N;CC1=CC=C(C=C1)OC;"[6566, 5969, 4162, 5559, 6300, 2273, 3838, 609, 5158, 7238]";mono
597;1549018;XMLSXPIVAXONDL-PLNGDYQASA-N;"CC/C=C\CC1=C(CCC1=O)C";"[5620, 6273, 2627, 6802, 6834, 1263, 4702, 4377, 1541, 671]";mono
598;19844;BVWTXUYLKBHMOX-UHFFFAOYSA-N;COC1=C(C=CC(=C1)C(=O)OC)O;"[5131, 4880, 3626, 4862, 6745, 6446, 543, 1570, 4727, 250]";mono
599;637776;NNWHUJCUHAELCL-SNAWJCMRSA-N;C/C=C/C1=CC(=C(C=C1)OC)OC;"[2088, 3815, 7208, 949, 3190, 2902, 506, 1164, 2153, 2990]";mono
600;5362739;ZGEHHVDYDNXYMW-UPHRSURJSA-N;"C1CCC/C=C\CCCCCCC(=O)CCC1";"[1533, 5270, 2301, 4835, 6045, 160, 6286, 1808, 3300, 3955]";mono
601;6438196;KHQDWCKZXLWDNM-KPKJPENVSA-N;"CC/C(=C\CC1CC=C(C1(C)C)C)/CO";"[1561, 3207, 6430, 465, 422, 5718, 4706, 6454, 6926, 668, 4706]";mono
602;9834606;NKMKFQCVDZVEJR-CSKARUKUSA-N;CC1C/C=C/CCCCCCCCCC(=O)C1;"[242, 2040, 2407, 1429, 5189, 3584, 4759, 633, 152, 5351, 2407]";mono
603;5460362;DEFJQIDDEAULHB-QWWZWVQMSA-N;C[C@H](C(=O)N[C@H](C)C(=O)O)N;"[5387, 4700, 4781, 5122, 720, 1942, 4783, 5619, 802, 5146]";mono
604;171161;JYWNYMJKURVPFH-UHFFFAOYSA-N;CC(=O)NCCC(=O)C1=C(C=CC(=C1)OC)NC=O;"[7026, 1076, 4757, 3102, 534, 1760, 4572, 4890, 825, 3133, 3102]";mono
605;133098;VMJQLPNCUPGMNQ-UHFFFAOYSA-N;CC1=C(C=C2CCC(OC2=C1C)(C)CCC(=O)O)O;"[3379, 3925, 5245, 5911, 2953, 6063, 2957, 5731, 5460, 1763, 6063]";"sum of isomers"
606;964;HHDDCCUIIUWNGJ-UHFFFAOYSA-N;C(C(=O)C(=O)O)O;"[811, 4793, 1173, 3138, 3454, 5808, 4467, 4554, 4564, 369]";mono
607;101812;KMYWVDDIPVNLME-KQYNXXCUSA-N;C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@H]4[C@@H]([C@H](O3)CO)OP(=O)(O4)O)N;"[5505, 6777, 1351, 4471, 6877, 105, 6551, 1127, 252, 2488, 252]";mono
608;12022011;BZLYOWSSNHNYKW-UHFFFAOYSA-N;CC(C1CCCC(C1)(C)C)OC(C)(C)COC(=O)C2CC2;"[4887, 2860, 1507, 4300, 1579, 7033, 2132, 2964]";"sum of isomers"
609;6326776;RBNPOMFGQQGHHO-REOHCLBHSA-N;C([C@@H](C(=O)O)O)O;"[5420, 6062, 7086, 4688, 5542, 4802, 4633, 582, 751, 786, 5420]";mono
610;252379;XGUHPTGEXRHMQQ-BGJMDTOESA-N;C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CCC4=CC(=O)CC[C@]34CO;"[3186, 312, 2403, 5484, 3493, 6735, 401, 5000, 4321, 7219, 7219]";mono
611;222865;RAJWOBJTTGJROA-WZNAKSSCSA-N;C[C@]12CCC(=O)C[C@@H]1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CCC4=O)C;"[4157, 3055, 6701, 6723, 4819, 3413, 6832, 5221, 1838, 3180]";mono
612;70914;RFMMMVDNIPUKGG-YFKPBYRVSA-N;CC(=O)N[C@@H](CCC(=O)O)C(=O)O;"[5393, 2165, 5921, 6903, 952, 6653, 3145, 6432, 3526, 6282]";mono
613;164939;PZDOWFGHCNHPQD-OQPGPFOOSA-N;C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H](C=O)[C@H]([C@@H]([C@@H](CO)O)O)O)O)O)O)O;"[7161, 1664, 2652, 1736, 4742, 1609, 3247, 1828, 4767, 1053, 1609]";mono
614;439201;QXZGBUJJYSLZLT-FDISYFBBSA-N;C1C[C@H](N(C1)C(=O)[C@@H]2CCCN2C(=O)[C@H](CCCN=C(N)N)N)C(=O)NCC(=O)N[C@@H](CC3=CC=CC=C3)C(=O)N[C@@H](CO)C(=O)N4CCC[C@H]4C(=O)N[C@@H](CC5=CC=CC=C5)C(=O)N[C@@H](CCCN=C(N)N)C(=O)O;"[2276, 3175, 6224, 466, 3011, 4775, 6850, 2171, 511, 2885]";mono
615;70935;MCSCIFLXNFLCDV-UHFFFAOYSA-N;CC1=CNC(=O)N1;"[1653, 4894, 4107, 6324, 1137, 1174, 4126, 1832, 6952, 6569, 6324]";mono
616;440832;XVFMGWDSJLBXDZ-UHFFFAOYSA-O;C1=CC(=CC=C1C2=[O+]C3=CC(=CC(=C3C=C2O)O)O)O;"[2678, 4879, 3461, 2857, 3050, 878, 6689, 3287, 3324, 5915]";mono
617;750;DHMQDGOQFOQNFH-UHFFFAOYSA-N;C(C(=O)O)N;"[284, 324, 6657, 4903, 3902, 5218, 1431, 234, 1956, 7272]";mono
618;51;KPGXRSRHYNQIFN-UHFFFAOYSA-N;C(CC(=O)O)C(=O)C(=O)O;"[4496, 4584, 2650, 1514, 4437, 702, 2966, 1765, 3012, 4054]";mono
619;1176;XSQUKJJJFZCRTK-UHFFFAOYSA-N;C(=O)(N)N;"[363, 4949, 2814, 6887, 3214, 4953, 6318, 5238, 4865, 5508, 363]";mono
620;165271;ZQISRDCJNBUVMM-YFKPBYRVSA-N;C1=C(NC=N1)C[C@@H](CO)N;"[5395, 1935, 3097, 5464, 6536, 4973, 1210, 4139, 835, 5635, 5464]";mono
621;65154;CLGFIVUFZRGQRP-UHFFFAOYSA-N;C12=C(NC(=NC1=O)N)NC(=O)N2;[1913];mono
622;12025;HNJBEVLQSNELDL-UHFFFAOYSA-N;C1CC(=O)NC1;"[5407, 1732, 754, 341, 6100, 5543, 364, 2406, 7015, 6552, 1732]";mono
623;10204;MUMGGOZAMZWBJJ-KZYORJDKSA-N;C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@H]2O)CCC4=CC(=O)CC[C@]34C;"[32, 2454, 3428, 3008, 2499, 2413, 2897, 2119, 168, 6061]";mono
624;5756;PROQIPRRNZUXQM-ZXXIGWHRSA-N;C[C@]12CC[C@H]3[C@H]([C@@H]1C[C@H]([C@@H]2O)O)CCC4=C3C=CC(=C4)O;"[6767, 5015, 837, 579, 7214, 5180, 3832, 2415, 3587, 5369]";mono
625;124072;LBTVHXHERHESKG-UHFFFAOYSA-N;COC1=C(C=CC(=C1)CCC(=O)CC(=O)CCC2=CC(=C(C=C2)O)OC)O;"[4528, 6365, 35, 66, 3693, 4137, 4827, 6086, 2954, 4306, 35]";mono
626;92258;JFLIEFSWGNOPJJ-JTQLQIEISA-N;C1=CC=C(C=C1)CC(=O)N[C@@H](CCC(=O)N)C(=O)O;"[3, 1787, 4561, 1138, 6453, 3094, 6026, 7216, 64, 5097]";mono
627;6013;MUMGGOZAMZWBJJ-DYKIIFRCSA-N;C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=CC(=O)CC[C@]34C;"[3113, 1438, 4956, 2987, 1023, 5285, 550, 4811, 1593, 1375]";mono
628;27902;OTGQIQQTPXJQRG-UHFFFAOYSA-N;CCCCCCCCCCCCCCCCCC(=O)NCCO;"[2578, 3698, 6352, 1494, 522, 737, 6565, 1513, 487, 586]";mono
629;6128;AEMFNILZOJDQLW-QAGGRKNESA-N;C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CCC4=O)C;"[6034, 6327, 1747, 6780, 3434, 6656, 1435, 4135, 3443, 3052]";mono
630;4671;HXYVTAGFYLMHSO-UHFFFAOYSA-N;CCCCCCCCCCCCCCCC(=O)NCCO;"[2485, 4049, 4772, 988, 7288, 5403, 5493, 1728, 4281, 207]";mono
631;6255;GUBGYTABKSRVRQ-QUYVBRFLSA-N;C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O)O)O)CO)O)O)O)O;"[3141, 4712, 4225, 6082, 3194, 5216, 2015, 1202, 6490, 6994]";mono
632;92751;FKCRAVPPBFWEJD-XVFCMESISA-N;C1=C(N(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)C(=O)O;"[2092, 3709, 1145, 5857, 2362, 4472, 4565, 2457, 819, 4969, 819]";mono
633;1983;RZVAJINKPMORJF-UHFFFAOYSA-N;CC(=O)NC1=CC=C(C=C1)O;"[2066, 5536, 3550, 3226, 2432, 5796, 5149, 5027, 4812, 2717]";mono
634;444899;YZXBAPSDXZZRGB-DOFZRALJSA-N;"CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O";"[2156, 5504, 2405, 1805, 983, 5333, 561, 1823, 4556, 5763, 983]";mono
635;5356421;CCPPLLJZDQAOHD-FLIBITNWSA-N;"CCCCCC1C(O1)C/C=C\CCCCCCCC(=O)O";"[646, 3303, 4615, 5144, 994, 4289, 6563, 1534, 2888, 7319]";mono
636;5282379;SHGAZHPCJJPHSC-XFYACQKRSA-N;"CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C\C(=O)O)/C)/C";"[2408, 2985, 7239, 5975, 4309, 6075, 340, 658, 4354, 6953]";mono
637;12681285;UKDKTHYZLXZOSS-UHFFFAOYSA-N;CC(=O)NC(CC1=CC(=C(C=C1)O)OC)C(=O)O;"[5048, 6349, 3318, 544, 3235, 5512, 2639, 6749, 2098, 2133]";"sum of isomers"
638;9904;NPAGDVCDWIYMMC-IZPLOLCNSA-N;C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=CC(=O)CC[C@H]34;"[2546, 3255, 5570, 3552, 3341, 3281, 6197, 6210, 3646, 4844]";mono
639;496;MQTAVJHICJWXBR-UHFFFAOYSA-N;CC(=O)NCCCNCCCCN;"[6445, 2676, 5831, 473, 245, 3873, 3365, 556, 3965, 1970, 3365]";mono
640;751;MNQZXJOMYWMBOU-UHFFFAOYSA-N;C(C(C=O)O)O;"[5007, 358, 5121, 106, 1606, 3745, 6556, 2610, 7300, 2664]";"sum of isomers"
641;9085;QUOGESRFPZDMMT-YFKPBYRVSA-N;C(CCN=C(N)N)C[C@@H](C(=O)O)N;"[2893, 1281, 5843, 6043, 5903, 4102, 7040, 391, 2021, 4725]";mono
642;123689;FONIWJIDLJEJTL-UHFFFAOYSA-N;CC(=O)NCCCCNCCCN;"[1649, 3717, 2219, 1615, 3897, 222, 5359, 4358, 761, 4057, 222]";mono
643;18189;UZTFMUBKZQVKLK-UHFFFAOYSA-N;CC(=O)NCCCC(=O)O;"[2940, 2350, 4723, 3822, 3221, 791, 4433, 3706, 2951, 5538, 2350]";mono
644;364;PECYZEOJVXMISF-UHFFFAOYSA-N;C(C(C(=O)O)N)N;"[3999, 6771, 697, 1770, 3436, 3032, 2592, 1958, 6501, 3059, 6771]";"sum of isomers"
645;123831;YDGMGEXADBMOMJ-LURJTMIESA-N;CN(C)C(=NCCC[C@@H](C(=O)O)N)N;"[1115, 7095, 3671, 6516, 5341, 5282, 6897, 4021, 1317, 6541]";mono
646;111;JSJWCHRYRHKBBW-UHFFFAOYSA-N;C(CNC(=O)N)C(=O)O;"[2303, 7199, 5252, 2426, 5075, 6189, 5438, 5572, 3729, 6358, 5252]";mono
647;160663;PHENTZNALBMCQD-UHFFFAOYSA-N;CC(CNC(=O)N)C(=O)O;"[527, 1873, 6644, 3518, 2999, 2196, 806, 3266, 2648, 3871, 2999]";"sum of isomers"
648;122356;KLZGKIDSEJWEDW-UHFFFAOYSA-N;CC(=O)NCCCCN;"[2779, 4788, 2760, 4288, 3990, 2947, 1916, 2624, 2158, 4685, 4788]";mono
649;863;FCCDDURTIIUXBY-UHFFFAOYSA-N;C1CSSC1CCCCC(=O)N;"[6145, 3041, 1868, 1301, 2868, 4438, 368, 3406, 775, 5247]";"sum of isomers"
650;774;NTYJJOPFIAHURM-UHFFFAOYSA-N;C1=C(NC=N1)CCN;"[1190, 7212, 7304, 3100, 6382, 421, 2736, 5442, 2599, 279, 7304]";mono
651;8299;XLSMFKSTNGKWQX-UHFFFAOYSA-N;CC(=O)CO;"[3197, 4241, 1355, 3161, 4004, 4480, 6500, 2751, 6302, 4661, 3161]";mono
652;1237;YNYAYWLBAHXHLL-UHFFFAOYSA-N;COC1=C(C=CC(=C1)C(CN)O)O;"[3463, 4518, 2808, 3622, 2469, 116, 2286, 5032, 6439, 1948]";"sum of isomers"
653;67005;UHWURQRPEIFIAK-UHFFFAOYSA-N;CC1=C(C=C2C(=C1[N+](=O)[O-])C(CC2(C)C)(C)C)[N+](=O)[O-];"[2572, 5361, 6512, 654, 2274, 6966, 3228, 134, 7210, 3638, 6966]";mono
654;6753;SUAUILGSCPYJCS-UHFFFAOYSA-N;CC1=C(C=C(C(=C1[N+](=O)[O-])OC)C(C)(C)C)[N+](=O)[O-];"[1900, 4258, 1777, 3025, 5935, 3265, 4929, 449, 6868, 5724]";mono
655;158410;RWSDULKUTPNPMB-UHFFFAOYSA-N;CCC(=O)OCC(C)(C)CC1=C(CCC1C(=C)C)C;"[5489, 2455, 1866, 3794, 4954, 2833, 5786, 94, 1698, 6581]";"sum of isomers"
656;86751;WRFXXJKURVTLSY-UHFFFAOYSA-N;CCC(C)CCCC(C)(C)O;"[4798, 2431, 183, 1973, 6465, 3257, 6135, 969, 4878, 3795]";"sum of isomers"
657;11277198;ZYIJXTQXQNXPSH-FMIVXFBMSA-N;"CC(C)/C=C(\C)/C(C)OC(C)(C)COC(=O)C1CC1";"[6661, 4301, 5529, 5963, 4458, 5498, 6200, 1155]";mono
658;47167;VDBHOHJWUDKDRW-UHFFFAOYSA-N;CC1C(C2=C(C1(C)C)C=C(C(=C2)C)C(=O)C)(C)C;"[1851, 435, 4547, 3553, 6682, 5528, 4828, 3081, 2446, 2128, 2446]";"sum of isomers"
659;91696;IMRYETFJNLKUHK-UHFFFAOYSA-N;CC1C(C2=C(C1(C)C)C=C(C(=C2)C(=O)C)C)C(C)C;"[7318, 3444, 6297, 3307, 6888, 2437, 7132, 652, 3308, 4739, 3307]";"sum of isomers"
660;44152188;OHHWFLWQMHUVFQ-YNZJMPHRSA-N;C[C@H]1CC(C2=C(C1(C)C)C[C@@]3([C@H](C2)O3)C)(C)C;"[779, 5933, 5411, 3351, 7024, 2532, 4150, 2131, 4989, 5408, 2532]";mono
661;5281508;ZGXVZQZFVYSUDU-ULYHCOEVSA-N;CC(=C)C(=O)O[C@H]1C[C@]23[C@H](O2)CC/C(=C/[C@@H]4[C@@H]1C(=C)C(=O)O4)/CO[C@H]3O;"[4342, 3724, 3611, 2815, 698, 1180]";mono
662;7984;LOKPJYNMYCVCRM-UHFFFAOYSA-N;C1CCCCCCCC(=O)OCCCCCCC1;"[3104, 817, 36, 6980, 4501, 7295, 4448, 822, 5617, 6427]";mono
663;84545;JIYIHILAGIZIMD-UHFFFAOYSA-N;C1CCCCCC(=O)CCC=CCCCC1;"[27, 101, 4803, 862, 4479, 7017, 1990, 2742]";mono
664;18826;MKEIDVFLAWJKMY-UHFFFAOYSA-N;C1CCCCC(=O)OCCCCCOCCCC1;"[2370, 5530, 2185, 2552, 1946, 2706, 3427, 520, 975, 6163]";mono
665;5362736;ABRIMXGLNHCLIP-VURMDHGXSA-N;"C1CCCCCC(=O)CCC/C=C\CCCC1";"[6143, 5895, 1422, 424, 5892, 3089, 736, 3426, 7207, 4444, 6392, 5199, 1422]";mono
666;5315941;ZKVZSBSZTMPBQR-UPHRSURJSA-N;"C1CCC/C=C\CCCCCCCC(=O)CCC1";"[86, 985, 3962, 4602, 2512, 5842, 2909, 4350, 7263, 913, 4602]";mono
667;41270;GJJSUPSPZIZYPM-UHFFFAOYSA-N;C1CCCCCC(=O)OCCOC(=O)CCCC1;"[2231, 5331, 3603, 6480, 6088, 1368, 6144, 4503, 374, 5104]";mono
668;23173;MRMOPGVGWFNHIN-UHFFFAOYSA-N;C1CCCCCOCCCCOC(=O)CCCC1;"[3086, 5614, 7146, 7035, 5638, 3020, 4296, 4883, 4594, 4734]";mono
669;11064468;NUSRNVWNTPMBJA-VURMDHGXSA-N;"CC1CCOC(=O)CCCCCCC/C=C\C1";"[6787, 3588, 5314]";mono
670;5355293;QILMAYXCYBTEDM-IWQZZHSRSA-N;"C1CCC/C=C\CCCCCCOC(=O)CCC1";"[1876, 5999, 3556, 3078, 4019, 914, 1346, 4406, 1166, 3105, 3078]";mono
671;74408;MZLRFHKWWCSGHB-UHFFFAOYSA-N;C1CCCCOCCCCCCOC(=O)CCC1;"[2291, 5159, 1971, 4426, 5608, 889, 3452, 3329, 1517, 1411]";mono
672;29096;XSNQECSCDATQEL-UHFFFAOYSA-N;CC(CCCC(C)(C)O)C=C;"[4624, 2482, 1822, 1504, 6111, 2325, 4001, 4432, 3211, 2083]";"sum of isomers"
673;162249;IPWBXORAIBJDDQ-UHFFFAOYSA-N;CCCCCCC1C(CCC1=O)C(=O)OC;"[85, 4268, 3837, 898, 4656, 2730, 1036, 630, 722, 6335, 4656]";"sum of isomers"
674;10975;DUNCVNHORHNONW-UHFFFAOYSA-N;CC(C)(CCCC(=C)C=C)O;"[3077, 4833, 3628, 1184, 181, 1433, 6913, 595, 1574, 7069, 1184]";mono
675;14434313;KZZASWGRLOTITL-UHFFFAOYSA-N;CC(C)(CCC1CCCCC1)O;"[5934, 1864, 6098, 7057, 1488, 6171, 2299, 3565, 6409, 4100, 6098]";mono
676;17972404;FUNYLZYOEJSMTO-UHFFFAOYSA-N;CC1CCC(C(C1)C)C2=CC=CC=N2;"[2176, 3277, 6258, 3808, 5632, 5632]";"sum of isomers"
677;5463791;DRTBYQJIHFSKDT-UHFFFAOYSA-N;CC(CCCC1=CC=CC=C1)CO;"[7275, 4942, 5435, 1168, 2942, 5264, 2427, 551, 2754, 6256]";"sum of isomers"
678;17355;AKGGYBADQZYZPD-UHFFFAOYSA-N;CC(=O)CCC1=CC=CC=C1;"[3979, 1357, 4253, 1088, 2038, 3802, 1147, 4262, 2939, 1721]";mono
679;6548;DLHQZZUEERVIGQ-UHFFFAOYSA-N;CCC(C)(CCCC(C)C)O;"[4577, 4011, 5039, 5496, 4845, 3456, 694, 958, 1896, 1972]";"sum of isomers"
680;7792;PRNCMAKCNVRZFX-UHFFFAOYSA-N;CC(C)CCCC(C)CCO;"[5100, 5365, 591, 1161, 2716, 6992, 215, 4574, 6072, 2921]";"sum of isomers"
681;3033871;WPPOGHDFAVQKLN-UHFFFAOYSA-N;CCCCCCCCN1CCCC1=O;"[5607, 887, 396, 175, 2318, 928, 1952, 3302, 2549, 2558, 5607]";mono
682;105516;DPVYDTACPLLHCF-UHFFFAOYSA-N;CC(C)(C)C(=O)OCCC1=CC=CC=C1;"[6737, 741, 4103, 1596, 4733, 936, 4091, 1328, 2740, 1818, 936]";mono
683;13663;QQLIGMASAVJVON-UHFFFAOYSA-N;CC(=O)C1=CC=CC2=CC=CC=C21;"[5156, 3870, 6368, 4142, 1060, 2034, 574, 6764, 4143, 5548]";mono
684;108312;OXYRENDGHPGWKV-UHFFFAOYSA-N;CC(CCC1=CC=CC=C1)CCO;"[7281, 6338, 6746, 7308, 7187, 7249, 213, 5737, 512, 1034, 7281]";"sum of isomers"
685;22713151;RPLWLQJSZFPHGM-NSCUHMNNSA-N;C/C=C/CCCCCCCC#N;"[6698, 2339, 3910, 3941, 5604, 6172, 1980, 2007]";mono
686;6437774;DSOXXQLCMAEPEZ-ODYTWBPASA-N;"CC/C=C\CC/C=C/C#N";"[2316, 72, 6304, 7149, 785, 3609, 1886]";mono
687;66934567;LLYJRIQMURUPPF-XQRVVYSFSA-N;"CCC(C1CCCC/C=C\C1)O";"[1165, 1651, 1911, 578, 3476, 5130, 5223]";mono
688;61204;YZRXRLLRSPQHDK-UHFFFAOYSA-N;CCCCCCC1CCCC(=O)O1;"[2476, 1842, 6560, 2504, 4540, 4923, 376, 5712, 436, 4005, 2504]";"sum of isomers"
689;170284;SAPMLSXAXRULJB-UHFFFAOYSA-N;CC(C)CCCC(C)CC#N;"[1378, 4996, 3043, 4370, 1742, 2735, 6885]";"sum of isomers"
690;5352837;VDHRTASWKDTLER-ARJAWSKDSA-N;"CC/C=C\CCCCO";"[6853, 3730, 6621, 1439, 4488, 5497, 1098, 2302, 3757, 4592]";mono
691;5362792;XJHRZBIBSSVCEL-ARJAWSKDSA-N;"CC/C=C\CCCCCO";"[3316, 3282, 1243, 3685, 3549, 441, 2817, 4957, 5058, 6635]";mono
692;6433547;KRLBLPBPZSSIGH-CSKARUKUSA-N;CC/C(=C/CCC(C)(C=C)O)/C;"[171, 2670, 225, 5172, 1219, 1874, 6821, 4271, 2869, 4848, 5172]";mono
693;106442;FMPXLXBVYDFXIC-UHFFFAOYSA-N;CC(C)OCCC1=CC=CC=C1;"[6223, 1938, 4582, 4413, 443, 5897, 2949, 6508, 4366, 5606, 4582]";mono
694;3033030;MTDAKBBUYMYKAR-UHFFFAOYSA-N;CC(CCC=C(C)C)CC#N;"[7176, 6753, 3407, 4084, 851, 4269, 873, 5858, 2049, 2998]";"sum of isomers"
695;3017923;XPCSGXMQGQGBKU-UHFFFAOYSA-N;CCCCCCCCC(C)C#N;"[634, 3208, 666, 1932, 6899, 4428, 5534, 3844, 3984, 4163]";"sum of isomers"
696;7646;UIKJRDSCEYGECG-UHFFFAOYSA-N;CC(C)C(=O)OCC1=CC=CC=C1;"[4299, 967, 6968, 1884, 6459, 2009, 3705, 4346, 3134, 1358]";mono
697;8792;JIMGVOCOYZFDKB-UHFFFAOYSA-N;CC(C)CC(=O)OCCC1=CC=CC=C1;"[7255, 2638, 1921, 4646, 1031, 5357, 1524, 6577, 4121, 1472]";mono
698;83203;WXPWPYISTQCNDP-UHFFFAOYSA-N;C=CCCCCCCO;"[6025, 700, 6892, 4681, 5537, 3286, 4532, 7244, 7178, 10]";mono
699;6435841;GVONPEQEUQYVNH-SNAWJCMRSA-N;CC/C=C/CC1=C(C(=O)CC1)C;"[5078, 3560, 1901, 1101, 2144, 497, 3530, 4044, 3382, 61, 3530]";mono
700;25612;QGFSQVPRCWJZQK-UHFFFAOYSA-N;C=CCCCCCCCCO;"[6221, 3977, 3625, 6148, 2984, 2472, 1961, 3591, 5923, 4800, 3625]";mono
701;60979;FHUODBDRWMIBQP-UHFFFAOYSA-N;CCOC(=O)C1=CC=C(C=C1)OC;"[3065, 6728, 1412, 6673, 989, 1013, 3251, 3661, 5653, 1041]";mono
